decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2023-01-02,XPBR31.SA,XPBR31,bdr,XP INC,DR1,BRXPBRBDR001,2023-01-02,75.61,81388567.96483333,60,8171,452524,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,B1SA34.SA,B1SA34,bdr,BANCO SANTAN,DRN,BRB1SABDR004,2023-01-02,42.53,6727.6061666666665,60,12,20,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,Q2SC34.SA,Q2SC34,bdr,QUANTUMSCAPE,DRN,BRQ2SCBDR001,2023-01-02,9.9,6626.9473684210525,38,1,10,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,N2LY34.SA,N2LY34,bdr,ANNALY CAPTL,DRN ED,BRN2LYBDR003,2023-01-02,114.0,6418.897115384616,52,16,656,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,A1UA34.SA,A1UA34,bdr,ANGLOGOLD AS,DRN,BRA1UABDR001,2023-01-02,24.78,6379.36406779661,59,3,5,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,H1SB34.SA,H1SB34,bdr,HSBC HOLDING,DRN,BRH1SBBDR006,2023-01-02,40.16,6275.063090909091,55,1,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,P2EN34.SA,P2EN34,bdr,PENN NATIONL,DRN,BRP2ENBDR009,2023-01-02,15.69,5997.2155555555555,9,4,8,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,UBSG34.SA,UBSG34,bdr,UBS GROUP,DRN,BRUBSGBDR004,2023-01-02,100.0,5977.2078125,32,1,3,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BSOX39.SA,BSOX39,bdr,BKR SEMICOND,DRE,BRBSOXBDR002,2023-01-02,47.01,5670.369090909091,55,3,4,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,N1GG34.SA,N1GG34,bdr,NATIONAL GRI,DRN,BRN1GGBDR002,2023-01-02,54.28,5206.490909090909,33,1,10,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,F1SL34.SA,F1SL34,bdr,FASTLY INC,DRN,BRF1SLBDR007,2023-01-02,4.3,5086.112631578948,38,2,510,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,KMIC34.SA,KMIC34,bdr,KINDER MORGA,DRN,BRKMICBDR002,2023-01-02,97.43,4947.806511627907,43,2,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,K1BF34.SA,K1BF34,bdr,KB FINANCIAL,DRN ED,BRK1BFBDR008,2023-01-02,50.98,4934.270666666666,15,3,369,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,B1AX34.SA,B1AX34,bdr,BAXTER INTER,DRN,BRB1AXBDR004,2023-01-02,135.05,4581.137142857143,56,1,10,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,G1AR34.SA,G1AR34,bdr,GARTNER INC,DRN,BRG1ARBDR001,2023-01-02,444.86,4324.858,5,1,5,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,S2TA34.SA,S2TA34,bdr,STAG INDUSTR,DRN ED,BRS2TABDR001,2023-01-02,34.28,4323.508070175439,57,8,10,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C2CA34.SA,C2CA34,bdr,FEMSA SAB CV,DRN,BRC2CABDR005,2023-01-02,73.41,3732.828372093023,43,3,101,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,NOKI34.SA,NOKI34,bdr,NOKIA CORP,DRN,BRNOKIBDR005,2023-01-02,25.07,3427.3144680851065,47,2,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C2PT34.SA,C2PT34,bdr,CAMDEN PROP,DRN,BRC2PTBDR007,2023-01-02,39.44,3402.838888888889,9,1,51,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,A1TH34.SA,A1TH34,bdr,AUTOHOME INC,DRN,BRA1THBDR008,2023-01-02,16.68,3377.0345833333336,48,5,49,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BOXP34.SA,BOXP34,bdr,BOSTON PROP,DRN ED,BRBOXPBDR008,2023-01-02,35.71,3344.418723404255,47,3,127,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,V2ME34.SA,V2ME34,bdr,VIMEO INC,DRN,BRV2MEBDR003,2023-01-02,3.25,3286.8937499999997,16,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,B1BW34.SA,B1BW34,bdr,BATHBODY,DRN,BRB1BWBDR012,2023-01-02,56.95,3230.195714285714,14,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C1OU34.SA,C1OU34,bdr,COUPA SOFTWA,DRN,BRC1OUBDR000,2023-01-02,13.77,2710.7897872340423,47,2,3,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,WUNI34.SA,WUNI34,bdr,WESTERNUNION,DRN,BRWUNIBDR007,2023-01-02,70.9,2559.407894736842,19,1,5,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CNIC34.SA,CNIC34,bdr,CANAD NATION,DRN,BRCNICBDR007,2023-01-02,26.7,2348.5930769230768,13,1,3,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CAJI34.SA,CAJI34,bdr,CANON INC,DRN ED,BRCAJIBDR009,2023-01-02,116.62,2304.4177777777777,9,1,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BSNS39.SA,BSNS39,bdr,GX INTERTHGS,DRE ED,BRBSNSBDR004,2023-01-02,39.07,2292.0035294117647,34,1,5,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,FFTD34.SA,FFTD34,bdr,FIFTH THIRD,DRN ED,BRFFTDBDR001,2023-01-02,176.48,2266.68,4,1,10,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,A1CR34.SA,A1CR34,bdr,AMCOR PLC,DRN,BRA1CRBDR003,2023-01-02,62.89,2118.8757575757572,33,1,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C1AB34.SA,C1AB34,bdr,CABLE ONE IN,DRN,BRC1ABBDR009,2023-01-02,18.79,1724.4284615384615,26,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,S1KM34.SA,S1KM34,bdr,SK TELECOM C,DRN ED,BRS1KMBDR007,2023-01-02,27.73,1479.7209523809524,42,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,H1II34.SA,H1II34,bdr,HUNTINGTON I,DRN,BRH1IIBDR002,2023-01-02,16.05,1471.1907999999999,25,3,3,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,M1KT34.SA,M1KT34,bdr,MARKETAXESS,DRN,BRM1KTBDR008,2023-01-02,30.14,1429.3657142857141,7,5,5,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BSIZ39.SA,BSIZ39,bdr,MSCIUSASIZF,DRE,BRBSIZBDR009,2023-01-02,40.87,1385.814285714286,7,1,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,H1BI34.SA,H1BI34,bdr,HANESBRANDS,DRN,BRH1BIBDR007,2023-01-02,33.66,1379.0992592592593,27,1,21,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TRVC34.SA,TRVC34,bdr,TRAVELERS,DRN,BRTRVCBDR005,2023-01-02,31.55,1216.59,10,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C1GP34.SA,C1GP34,bdr,COSTAR GROUP,DRN,BRC1GPBDR006,2023-01-02,4.17,1033.9059259259259,54,6,19,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,B1CS34.SA,B1CS34,bdr,BARCLAYS PLC,DRN,BRB1CSBDR000,2023-01-02,41.34,1028.6629032258065,31,2,58,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BHER39.SA,BHER39,bdr,GX GAMES SPT,DRE ED,BRBHERBDR008,2023-01-02,24.5,1027.302,55,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,O2HI34.SA,O2HI34,bdr,OMEGA HEALTH,DRN,BRO2HIBDR003,2023-01-02,49.33,981.9416129032259,31,1,10,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BILB34.SA,BILB34,bdr,BILBAOVIZ,DRN,BRBILBBDR005,2023-01-02,31.4,946.1314814814816,27,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,A1TT34.SA,A1TT34,bdr,ALLSTATE COR,DRN,BRA1TTBDR003,2023-01-02,30.53,590.022,10,4,34,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,H2TA34.SA,H2TA34,bdr,HEALTH REALT,DRN,BRH2TABDR004,2023-01-02,26.0,567.7724242424243,33,2,7,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C2OL34.SA,C2OL34,bdr,BANCOLOMBIA,DRN ED,BRC2OLBDR007,2023-01-02,37.62,550.8606896551725,29,4,31,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,E1VR34.SA,E1VR34,bdr,EVERGY INC,DRN,BRE1VRBDR009,2023-01-02,169.69,545.4933333333333,3,1,5,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,R1YA34.SA,R1YA34,bdr,RYANAIR HOLD,DRN,BRR1YABDR004,2023-01-02,50.44,469.9211111111111,9,1,22,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BLPX39.SA,BLPX39,bdr,GX MLP EN IN,DRE,BRBLPXBDR004,2023-01-02,55.0,460.5720370370371,54,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,A2MB34.SA,A2MB34,bdr,AMBARELLA IN,DRN,BRA2MBBDR004,2023-01-02,17.27,348.7528571428572,35,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BCHQ39.SA,BCHQ39,bdr,GX MSCICHINA,DRE ED,BRBCHQBDR004,2023-01-02,27.29,247.88826923076925,52,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C1OO34.SA,C1OO34,bdr,COOPER COMPA,DRN,BRC1OOBDR003,2023-01-02,175.3,224.23000000000002,3,2,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,P2CF34.SA,P2CF34,bdr,GP AEROPACIF,DRN,BRP2CFBDR009,2023-01-02,5.39,180.228,5,5,30,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,I1HG34.SA,I1HG34,bdr,INT EXCHANGE,DRN,BRI1HGBDR007,2023-01-02,51.28,90.25999999999999,4,1,2,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,C2AC34.SA,C2AC34,bdr,CACI INTERNL,DRN,BRC2ACBDR005,2023-01-02,1.95,37.18333333333333,9,1,1,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PETR4.SA,PETR4,equity,PETROBRAS,PN      N2,BRPETRACNPR6,2023-01-02,22.92,2817326195.0666666,60,35849,78424700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,VALE3.SA,VALE3,equity,VALE,ON      NM,BRVALEACNOR0,2023-01-02,89.4,2811730609.5333333,60,41447,12783800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ITUB4.SA,ITUB4,equity,ITAUUNIBANCO,PN  EJ  N1,BRITUBACNPR1,2023-01-02,24.49,1250350439.4333334,60,54346,23340700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BBDC4.SA,BBDC4,equity,BRADESCO,PN      N1,BRBBDCACNPR8,2023-01-02,14.75,947311529.1166667,60,40123,24748300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,B3SA3.SA,B3SA3,equity,B3,ON  EDJ NM,BRB3SAACNOR6,2023-01-02,12.25,755550365.85,60,56490,36463300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BBAS3.SA,BBAS3,equity,BRASIL,ON      NM,BRBBASACNOR3,2023-01-02,33.26,731111645.5166667,60,39153,11778500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PETR3.SA,PETR3,equity,PETROBRAS,ON      N2,BRPETRACNOR9,2023-01-02,26.17,727190899.8333334,60,34553,14365400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MGLU3.SA,MGLU3,equity,MAGAZ LUIZA,ON      NM,BRMGLUACNOR2,2023-01-02,2.59,715748678.6333333,60,35245,70129500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ELET3.SA,ELET3,equity,ELETROBRAS,ON      N1,BRELETACNOR6,2023-01-02,40.59,599766287.9333333,60,23485,7446100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RENT3.SA,RENT3,equity,LOCALIZA,ON  EJS NM,BRRENTACNOR4,2023-01-02,51.25,531523702.23333335,60,25948,4877200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ABEV3.SA,ABEV3,equity,AMBEV S/A,ON,BRABEVACNOR1,2023-01-02,14.19,460393567.8833333,60,36426,14995900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PRIO3.SA,PRIO3,equity,PETRORIO,ON      NM,BRPRIOACNOR1,2023-01-02,36.76,432124175.71666664,60,24159,6577200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,AMER3.SA,AMER3,equity,AMERICANAS,ON      NM,BRAMERACNOR6,2023-01-02,9.03,393364811.95,60,20553,16237300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,LREN3.SA,LREN3,equity,LOJAS RENNER,ON  EJ  NM,BRLRENACNOR1,2023-01-02,19.33,377493064.01666665,60,26620,7901100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BPAC11.SA,BPAC11,equity,BTGP BANCO,UNT     N2,BRBPACUNT006,2023-01-02,22.58,370172349.75,60,26744,11596600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,GGBR4.SA,GGBR4,equity,GERDAU,PN      N1,BRGGBRACNPR8,2023-01-02,29.46,364831978.71666664,60,17516,4851900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,SUZB3.SA,SUZB3,equity,SUZANO S.A.,ON      NM,BRSUZBACNOR0,2023-01-02,48.98,352773447.56666666,60,16995,2981100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,HAPV3.SA,HAPV3,equity,HAPVIDA,ON      NM,BRHAPVACNOR4,2023-01-02,4.64,345837652.8666667,60,31718,22269600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,WEGE3.SA,WEGE3,equity,WEG,ON      NM,BRWEGEACNOR0,2023-01-02,38.1,313558328.55,60,13701,3017700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ASAI3.SA,ASAI3,equity,ASSAI,ON  EJ  NM,BRASAIACNOR0,2023-01-02,18.99,305727960.8333333,60,18021,4837200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,SBSP3.SA,SBSP3,equity,SABESP,ON      NM,BRSBSPACNOR5,2023-01-02,53.45,274168143.28333336,60,14849,2990300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RAIL3.SA,RAIL3,equity,RUMO S.A.,ON      NM,BRRAILACNOR9,2023-01-02,17.66,255335992.1,60,29371,11855600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ITSA4.SA,ITSA4,equity,ITAUSA,PN      N1,BRITSAACNPR7,2023-01-02,8.36,253486382.2,60,28753,15184400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CSAN3.SA,CSAN3,equity,COSAN,ON      NM,BRCSANACNOR6,2023-01-02,16.26,227214354.86666667,60,21477,8126300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,VIIA3.SA,VIIA3,equity,VIA,ON      NM,BRVIIAACNOR7,2023-01-02,2.31,215578805.76666668,60,17784,32476100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BBSE3.SA,BBSE3,equity,BBSEGURIDADE,ON      NM,BRBBSEACNOR5,2023-01-02,33.39,210609227.51666668,60,13799,2509400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,NTCO3.SA,NTCO3,equity,GRUPO NATURA,ON      NM,BRNTCOACNOR5,2023-01-02,10.64,207833264.13333333,60,17086,7948200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,JBSS3.SA,JBSS3,equity,JBS,ON      NM,BRJBSSACNOR8,2023-01-02,21.45,193666260.21666667,60,12379,3552200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EQTL3.SA,EQTL3,equity,EQUATORIAL,ON      NM,BREQTLACNOR0,2023-01-02,26.19,192875946.36666667,60,18641,4085300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RDOR3.SA,RDOR3,equity,REDE D OR,ON      NM,BRRDORACNOR8,2023-01-02,27.08,188945487.63333333,60,18876,4189200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CSNA3.SA,CSNA3,equity,SID NACIONAL,ON  EJ,BRCSNAACNOR6,2023-01-02,14.72,185935517.93333334,60,11896,10686500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RADL3.SA,RADL3,equity,RAIADROGASIL,ON      NM,BRRADLACNOR0,2023-01-02,23.26,178298469.88333333,60,15401,3326700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,VBBR3.SA,VBBR3,equity,VIBRA,ON  EJ  NM,BRVBBRACNOR1,2023-01-02,14.7,176363330.15,60,19489,5341100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,HYPE3.SA,HYPE3,equity,HYPERA,ON  EJ  NM,BRHYPEACNOR0,2023-01-02,43.73,171324453.08333334,60,11250,2145500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,RRRP3.SA,RRRP3,equity,3R PETROLEUM,ON      NM,BRRRRPACNOR5,2023-01-02,36.41,169108841.2,60,13731,2878800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,AZUL4.SA,AZUL4,equity,AZUL,PN      N2,BRAZULACNPR4,2023-01-02,10.3,156477608.78333333,60,10362,4640000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CIEL3.SA,CIEL3,equity,CIELO,ON  EJ  NM,BRCIELACNOR3,2023-01-02,5.1,153756057.81666666,60,19452,13170800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TOTS3.SA,TOTS3,equity,TOTVS,ON  EJ  NM,BRTOTSACNOR8,2023-01-02,25.89,151649656.03333333,60,16981,3063900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BBDC3.SA,BBDC3,equity,BRADESCO,ON      N1,BRBBDCACNOR1,2023-01-02,13.19,150013755.31666666,60,11536,4974100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ELET6.SA,ELET6,equity,ELETROBRAS,PNB     N1,BRELETACNPB7,2023-01-02,42.02,149534953.65,60,10715,1948800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,USIM5.SA,USIM5,equity,USIMINAS,PNA     N1,BRUSIMACNPA6,2023-01-02,7.03,148968376.46666667,60,10453,8284700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRFS3.SA,BRFS3,equity,BRF SA,ON  ATZ NM,BRBRFSACNOR8,2023-01-02,7.96,147052638.38333333,60,28061,15978700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CMIG4.SA,CMIG4,equity,CEMIG,PN  EJ  N1,BRCMIGACNPR3,2023-01-02,10.91,144520359.9,60,22954,6501200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CYRE3.SA,CYRE3,equity,CYRELA REALT,ON      NM,BRCYREACNOR7,2023-01-02,12.85,141823343.08333334,60,14751,5573000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,KLBN11.SA,KLBN11,equity,KLABIN S/A,UNT EJ  N2,BRKLBNCDAM18,2023-01-02,20.05,138420656.13333333,60,9604,2368500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CCRO3.SA,CCRO3,equity,CCR SA,ON      NM,BRCCROACNOR2,2023-01-02,10.29,133151609.5,60,13710,4527400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MRFG3.SA,MRFG3,equity,MARFRIG,ON      NM,BRMRFGACNOR0,2023-01-02,8.36,130894847.46666667,60,12301,5620500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRAP4.SA,BRAP4,equity,BRADESPAR,PN  EJ  N1,BRBRAPACNPR2,2023-01-02,29.78,130134848.2,60,7491,2540700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MULT3.SA,MULT3,equity,MULTIPLAN,ON  EJ  N2,BRMULTACNOR5,2023-01-02,20.71,130005757.6,60,13612,4130100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ENEV3.SA,ENEV3,equity,ENEVA,ON      NM,BRENEVACNOR8,2023-01-02,11.2,129976020.76666667,60,25405,5982000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,GOAU4.SA,GOAU4,equity,GERDAU MET,PN      N1,BRGOAUACNPR8,2023-01-02,13.05,126789268.75,60,9116,3083800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ARZZ3.SA,ARZZ3,equity,AREZZO CO,ON      NM,BRARZZACNOR3,2023-01-02,74.12,123199893.43333334,60,6310,1008600,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,MRVE3.SA,MRVE3,equity,MRV,ON      NM,BRMRVEACNOR2,2023-01-02,7.34,119930317.75,60,12326,5698200,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CPLE6.SA,CPLE6,equity,COPEL,PNB     N2,BRCPLEACNPB9,2023-01-02,7.64,118143860.66666667,60,14308,5561000,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRML3.SA,BRML3,equity,BR MALLS PAR,ON      NM,BRBRMLACNOR9,2023-01-02,8.03,113822691.9,60,25980,8134100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,PETZ3.SA,PETZ3,equity,PETZ,ON  EJ  NM,BRPETZACNOR2,2023-01-02,5.9,112665536.01666667,60,10906,7159400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TIMS3.SA,TIMS3,equity,TIM,ON  EJ  NM,BRTIMSACNOR5,2023-01-02,11.98,110926182.86666666,60,8754,2774100,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,VIVT3.SA,VIVT3,equity,TELEF BRASIL,ON  EDJ,BRVIVTACNOR0,2023-01-02,36.39,110122670.48333333,60,7464,1119300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,GOLL4.SA,GOLL4,equity,GOL,PN      N2,BRGOLLACNPR4,2023-01-02,6.88,106301027.68333334,60,7323,5078800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CRFB3.SA,CRFB3,equity,CARREFOUR BR,ON      NM,BRCRFBACNOR2,2023-01-02,14.17,104370130.78333333,60,6445,1653900,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,COGN3.SA,COGN3,equity,COGNA ON,ON      NM,BRCOGNACNOR2,2023-01-02,2.05,104023855.93333334,60,11371,12941800,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,TAEE11.SA,TAEE11,equity,TAESA,UNT     N2,BRTAEECDAM10,2023-01-02,34.34,103775019.4,60,9868,1609500,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,BRKM5.SA,BRKM5,equity,BRASKEM,PNA     N1,BRBRKMACNPA4,2023-01-02,23.22,103079531.31666666,60,6925,1345700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,EMBR3.SA,EMBR3,equity,EMBRAER,ON      NM,BREMBRACNOR4,2023-01-02,14.3,100146541.28333333,60,8916,3640400,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,UGPA3.SA,UGPA3,equity,ULTRAPAR,ON      NM,BRUGPAACNOR8,2023-01-02,11.95,99544793.68333334,60,10920,2973300,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,ENGI11.SA,ENGI11,equity,ENERGISA,UNT     N2,BRENGICDAM16,2023-01-02,42.89,95708712.1,60,5701,843700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
2023-01-02,CVCB3.SA,CVCB3,equity,CVC BRASIL,ON      NM,BRCVCBACNOR1,2023-01-02,4.25,94388866.55,60,5870,5475700,B3 COTAHIST official annual file; last trading session 2023-01-02; 60-session average traded value,2023
