decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2022-01-03,XPBR31.SA,XPBR31,bdr,XP INC,DR1,BRXPBRBDR001,2022-01-03,164.84,223887268.54466668,60,10395,369633,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1IV34.SA,A1IV34,bdr,APARTMENT IN,DRN,BRA1IVBDR002,2022-01-03,43.6,134830.7795,60,5,31,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BIVW39.SA,BIVW39,bdr,SP500GROWTH,DRN,BRBIVWBDR000,2022-01-03,59.94,134551.38355932204,59,10,5866,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,P1HM34.SA,P1HM34,bdr,PULTEGROUP I,DRN,BRP1HMBDR006,2022-01-03,320.0,130367.14722222222,18,1,180,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BIIB34.SA,BIIB34,bdr,BIOGEN,DRN,BRBIIBBDR001,2022-01-03,233.28,130028.88958333334,48,11,1745,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FSLR34.SA,FSLR34,bdr,FIRST SOLAR,DRN,BRFSLRBDR001,2022-01-03,251.0,129154.291,60,7,47,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,B1IL34.SA,B1IL34,bdr,BILIBILI INC,DRN,BRB1ILBDR002,2022-01-03,50.4,125632.70716666666,60,22,959,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,R1IN34.SA,R1IN34,bdr,REALTY INCOM,DRN ED,BRR1INBDR000,2022-01-03,200.03,123820.94200000001,60,11,55,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BEFG39.SA,BEFG39,bdr,MSCIEAFEGROW,DRN ED,BRBEFGBDR005,2022-01-03,62.05,118685.40636363636,11,2,2,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MOOO34.SA,MOOO34,bdr,ALTRIA GROUP,DRN ED,BRMOOOBDR007,2022-01-03,270.44,117365.03593220339,59,2,64,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BIGF39.SA,BIGF39,bdr,GLOBAL INFRA,DRN,BRBIGFBDR006,2022-01-03,67.7,116295.57716981132,53,7,23801,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DBAG34.SA,DBAG34,bdr,DEUTSCHE AK,DRN,BRDBAGBDR008,2022-01-03,72.66,115934.21148936171,47,6,194,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S1YF34.SA,S1YF34,bdr,SYNCHRONY FI,DRN,BRS1YFBDR002,2022-01-03,267.14,114972.85058823529,34,2,7,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,E1DU34.SA,E1DU34,bdr,NEW ORIENTAL,DRN,BRE1DUBDR001,2022-01-03,0.76,114967.095,60,88,393255,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,B1SX34.SA,B1SX34,bdr,BOSTON SCIEN,DRN,BRB1SXBDR006,2022-01-03,244.09,114196.88883333333,60,11,21,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DEEC34.SA,DEEC34,bdr,DEERE CO,DRN ED,BRDEECBDR003,2022-01-03,991.68,114044.44625000001,56,8,139,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DLTR34.SA,DLTR34,bdr,DOLLAR TREE,DRN,BRDLTRBDR004,2022-01-03,400.0,113905.80500000001,12,1,10,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,N1CL34.SA,N1CL34,bdr,NORWEGIAN CR,DRN,BRN1CLBDR001,2022-01-03,126.27,107725.48770833334,48,11,892,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BMYB34.SA,BMYB34,bdr,BRISTOLMYERS,DRN,BRBMYBBDR000,2022-01-03,348.6,106863.64244444444,45,2,30,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BONY34.SA,BONY34,bdr,BNY MELLON,DRN,BRBONYBDR001,2022-01-03,331.84,106212.17366666667,60,13,151,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,T1WL34.SA,T1WL34,bdr,TWILIO INC,DRN,BRT1WLBDR003,2022-01-03,59.76,103960.0257142857,56,6,204,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,T2TD34.SA,T2TD34,bdr,TRADE DESK,DRN,BRT2TDBDR004,2022-01-03,5.12,103505.92766666667,60,12,3432,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,M1GM34.SA,M1GM34,bdr,MGM RESORTS,DRN,BRM1GMBDR019,2022-01-03,253.0,102997.98095238095,42,1,34,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BGWH39.SA,BGWH39,bdr,COREDIVGROWT,DRN,BRBGWHBDR003,2022-01-03,63.33,100458.98096153846,52,3,4111,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,V1OD34.SA,V1OD34,bdr,VODAFONE GRO,DRN,BRV1ODBDR003,2022-01-03,43.8,99611.7179245283,53,5,177,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DUKB34.SA,DUKB34,bdr,DUKE ENERGY,DRN,BRDUKBBDR008,2022-01-03,586.9,98183.47655172415,29,20,2000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BEGE39.SA,BEGE39,bdr,INC ESG AWAR,DRN,BRBEGEBDR008,2022-01-03,56.72,97661.49944444445,36,1,200,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,D1EL34.SA,D1EL34,bdr,DELL TECHNOL,DRN,BRD1ELBDR009,2022-01-03,322.27,96794.96173076922,52,29,822,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,EAIN34.SA,EAIN34,bdr,ELECTR ARTS,DRN,BREAINBDR007,2022-01-03,383.9,95952.7847457627,59,8,233,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BCSA34.SA,BCSA34,bdr,SANTANDER,DRN,BRBCSABDR005,2022-01-03,19.0,95236.56433333334,60,60,2928,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,E1SS34.SA,E1SS34,bdr,ESSEX PROPER,DRN ED,BRE1SSBDR003,2022-01-03,199.0,94145.70857142856,56,3,6,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S1PL34.SA,S1PL34,bdr,SPLUNK INC,DRN,BRS1PLBDR008,2022-01-03,33.02,93751.0993478261,46,2,6,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,N1EM34.SA,N1EM34,bdr,NEWMONT GOLD,DRN,BRN1EMBDR005,2022-01-03,346.43,93209.23084745763,59,7,1656,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1DI34.SA,A1DI34,bdr,ANALOG DEVIC,DRN,BRA1DIBDR000,2022-01-03,499.96,91554.66580645162,31,3,78,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,I1QV34.SA,I1QV34,bdr,IQVIA HOLDIN,DRN,BRI1QVBDR007,2022-01-03,380.5,91449.74315789474,19,10,496,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BIJH39.SA,BIJH39,bdr,CORE MIDCAP,DRN,BRBIJHBDR006,2022-01-03,80.74,90955.16789473685,57,4,2086,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CRDA34.SA,CRDA34,bdr,CREDIT ACCEP,DRN,BRCRDABDR003,2022-01-03,369.74,89397.87716981133,53,3,480,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BVLU39.SA,BVLU39,bdr,MSCIUSVALUEF,DRN,BRBVLUBDR008,2022-01-03,63.24,89386.29956521738,46,5,4961,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KMBB34.SA,KMBB34,bdr,KIMBERLY CL,DRN,BRKMBBBDR009,2022-01-03,803.89,87668.25304347827,23,2,105,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,U1AL34.SA,U1AL34,bdr,UNITED AIRLI,DRN,BRU1ALBDR006,2022-01-03,129.36,87176.30236363637,55,5,707,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,P1IO34.SA,P1IO34,bdr,PIONEER NATU,DRN ED,BRP1IOBDR000,2022-01-03,260.87,87094.79607142857,28,1,4,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HPQB34.SA,HPQB34,bdr,HP COMPANY,DRN,BRHPQBBDR006,2022-01-03,215.88,86528.64709090909,55,6,243,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,T2DH34.SA,T2DH34,bdr,TELADOCHEALT,DRN,BRT2DHBDR009,2022-01-03,18.07,85614.23017857142,56,3,131,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,COTY34.SA,COTY34,bdr,COTY INC,DRN,BRCOTYBDR006,2022-01-03,30.24,84037.28283333333,60,10,1886,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TPRY34.SA,TPRY34,bdr,TAPESTRY INC,DRN,BRTPRYBDR001,2022-01-03,229.65,83964.34000000001,18,1,20,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,F1TN34.SA,F1TN34,bdr,FORTINET INC,DRN,BRF1TNBDR001,2022-01-03,946.83,83815.20829268293,41,17,99,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BEWH39.SA,BEWH39,bdr,MSCIHONGKONG,DRN ED,BRBEWHBDR008,2022-01-03,43.36,80752.91522727272,44,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,T1AL34.SA,T1AL34,bdr,TAL EDUCATIO,DRN,BRT1ALBDR009,2022-01-03,2.19,79659.49133333334,60,62,53106,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,G1AR34.SA,G1AR34,bdr,GARTNER INC,DRN,BRG1ARBDR001,2022-01-03,454.16,79648.59285714285,35,5,5,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BEWC39.SA,BEWC39,bdr,MSCI CANADA,DRN,BRBEWCBDR009,2022-01-03,54.87,78103.77733333333,45,6,3208,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,W1IX34.SA,W1IX34,bdr,WIX.COM LTD,DRN,BRW1IXBDR002,2022-01-03,30.15,75804.35745762712,59,2,3,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,C1OU34.SA,C1OU34,bdr,COUPA SOFTWA,DRN,BRC1OUBDR000,2022-01-03,30.27,75755.77457142857,35,13,242,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S2NW34.SA,S2NW34,bdr,SNOWFLAKE,DRN,BRS2NWBDR008,2022-01-03,46.14,75748.73418181817,55,4,39,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,P2LT34.SA,P2LT34,bdr,PALANTIRTECH,DRN,BRP2LTBDR001,2022-01-03,34.74,74082.15762711863,59,6,2252,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,F1AN34.SA,F1AN34,bdr,DIAMONDBACK,DRN,BRF1ANBDR001,2022-01-03,314.84,73699.62951219513,41,2,8,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CRIP34.SA,CRIP34,bdr,CTRIPCOM,DRN,BRCRIPBDR000,2022-01-03,142.03,73542.4348275862,58,9,214,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,I1XC34.SA,I1XC34,bdr,ORIX CORP,DRN,BRI1XCBDR003,2022-01-03,72.55,72065.99846153847,13,1,208,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,C1GP34.SA,C1GP34,bdr,COSTAR GROUP,DRN,BRC1GPBDR006,2022-01-03,4.47,71573.0756862745,51,4,129,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,U1NM34.SA,U1NM34,bdr,UNUM GROUP,DRN,BRU1NMBDR007,2022-01-03,142.51,70209.558,25,2,100,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,G1SK34.SA,G1SK34,bdr,GLAXOSMITHKL,DRN,BRG1SKBDR008,2022-01-03,49.45,69896.56793103449,58,3,55,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BSUS39.SA,BSUS39,bdr,ESGMSCIUSA L,DRN,BRBSUSBDR009,2022-01-03,60.14,68959.7,48,1,1700,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,WGBA34.SA,WGBA34,bdr,WALGREENS,DRN,BRWGBABDR008,2022-01-03,150.3,68439.55673469388,49,7,73,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,W1BO34.SA,W1BO34,bdr,WEIBO CORP,DRN,BRW1BOBDR006,2022-01-03,45.16,65849.2096875,32,5,181,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,D1LR34.SA,D1LR34,bdr,DIGITAL REAL,DRN,BRD1LRBDR001,2022-01-03,244.49,65213.590952380946,42,3,41,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,E1QR34.SA,E1QR34,bdr,EQUITY RESID,DRN ED,BRE1QRBDR009,2022-01-03,255.46,64532.68408163265,49,4,6,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,V1IP34.SA,V1IP34,bdr,VIPSHOP HOLD,DRN,BRV1IPBDR009,2022-01-03,23.81,64512.175833333335,48,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,U1AI34.SA,U1AI34,bdr,UNDER ARMOUR,DRN,BRU1AIBDR002,2022-01-03,102.55,62501.16916666667,12,4,45,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S1BS34.SA,S1BS34,bdr,SIBANYE STIL,DRN,BRS1BSBDR003,2022-01-03,35.7,62089.3513559322,59,11,510,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,O1DF34.SA,O1DF34,bdr,OLD DOMINION,DRN,BRO1DFBDR000,2022-01-03,97.5,62029.313,10,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CSXC34.SA,CSXC34,bdr,CSX CORP,DRN,BRCSXCBDR005,2022-01-03,105.0,61799.776874999996,16,1,500,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,X1LN34.SA,X1LN34,bdr,XILINX INC,DRN,BRX1LNBDR006,2022-01-03,628.35,61178.924999999996,28,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,I1LM34.SA,I1LM34,bdr,ILLUMINA INC,DRN,BRI1LMBDR007,2022-01-03,432.71,60697.66152542373,59,1,41,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BIXN39.SA,BIXN39,bdr,GLOBAL TECH,DRN ED,BRBIXNBDR005,2022-01-03,12.28,59935.023166666666,60,35,11726,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S1YY34.SA,S1YY34,bdr,SYSCO CORP,DRN,BRS1YYBDR003,2022-01-03,222.43,58896.15534482759,58,1,106,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1BB34.SA,A1BB34,bdr,ABB LTD,DRN,BRA1BBBDR009,2022-01-03,54.6,57833.70309090909,55,8,192,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,C1SU34.SA,C1SU34,bdr,CREDIT SUISS,DRN,BRC1SUBDR001,2022-01-03,28.11,56643.44966666667,60,8,556,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1CR34.SA,A1CR34,bdr,AMCOR PLC,DRN,BRA1CRBDR003,2022-01-03,66.9,55414.397249999995,40,1,2,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,E1OG34.SA,E1OG34,bdr,EOG RESOURCE,DRN,BRE1OGBDR007,2022-01-03,256.01,54893.39428571429,42,1,5,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,B1AM34.SA,B1AM34,bdr,BROOKFIELD A,DRN,BRB1AMBDR007,2022-01-03,84.67,54320.21804878049,41,2,18,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FASL34.SA,FASL34,bdr,FASTENAL,DRN,BRFASLBDR007,2022-01-03,351.45,51254.35821428571,28,3,65,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,C1BS34.SA,C1BS34,bdr,VIACOMCBS,DRN,BRC1BSBDR001,2022-01-03,184.28,51111.177413793106,58,10,52,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BILF39.SA,BILF39,bdr,LATIN AMER40,DRN,BRBILFBDR006,2022-01-03,44.14,51092.2373076923,26,2,3801,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ORLY34.SA,ORLY34,bdr,OREILLY AUT,DRN,BRORLYBDR001,2022-01-03,790.42,50913.58235294118,17,1,35,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BAER39.SA,BAER39,bdr,US AEROSPACE,DRN,BRBAERBDR003,2022-01-03,29.34,50222.48949152542,59,5,32,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,M1RO34.SA,M1RO34,bdr,MARATHON OIL,DRN,BRM1ROBDR004,2022-01-03,95.31,49486.57243902439,41,4,82,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1RE34.SA,A1RE34,bdr,ALEXANDRIA R,DRN ED,BRA1REBDR009,2022-01-03,309.38,46273.335,34,2,16,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KMIC34.SA,KMIC34,bdr,KINDER MORGA,DRN,BRKMICBDR002,2022-01-03,91.35,46242.0195,40,2,34,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1LB34.SA,A1LB34,bdr,ALBEMARLE CO,DRN,BRA1LBBDR008,2022-01-03,1348.0,46134.32132075472,53,3,11,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,C1MA34.SA,C1MA34,bdr,COMERICA INC,DRN,BRC1MABDR006,2022-01-03,250.0,44113.107777777775,9,5,10,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HOND34.SA,HOND34,bdr,HONDA MO,DRN,BRHONDBDR002,2022-01-03,164.0,43610.765789473684,57,9,37,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,J1CI34.SA,J1CI34,bdr,JOHNSON CONT,DRN,BRJ1CIBDR003,2022-01-03,449.11,43338.311186440675,59,6,256,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,T1MU34.SA,T1MU34,bdr,T-MOBILE US,DRN,BRT1MUBDR005,2022-01-03,323.66,43305.34948275862,58,3,7,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VRTX34.SA,VRTX34,bdr,VERTEX PHARM,DRN,BRVRTXBDR001,2022-01-03,313.31,41631.19050847458,59,11,28,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,D1RE34.SA,D1RE34,bdr,DUKE REALTY,DRN,BRD1REBDR006,2022-01-03,364.59,39249.202631578955,38,42,107,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BXTC39.SA,BXTC39,bdr,EXPON TECHNL,DRN,BRBXTCBDR005,2022-01-03,62.11,39077.86035087719,57,3,566,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S1GE34.SA,S1GE34,bdr,SEAGEN,DRN,BRS1GEBDR002,2022-01-03,44.0,38579.6244,25,2,7,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1VB34.SA,A1VB34,bdr,AVALONBAY CO,DRN ED,BRA1VBBDR007,2022-01-03,356.3,38241.30117647059,51,18,40,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,E1XC34.SA,E1XC34,bdr,EXELON CORP,DRN,BRE1XCBDR007,2022-01-03,317.53,37803.81607142858,28,3,225,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BOXP34.SA,BOXP34,bdr,BOSTON PROP,DRN ED,BRBOXPBDR008,2022-01-03,67.68,37554.235166666665,60,11,111,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,W1MC34.SA,W1MC34,bdr,WASTE MANAG,DRN,BRW1MCBDR008,2022-01-03,459.09,37048.49322033898,59,4,58,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,O1TI34.SA,O1TI34,bdr,OTIS WORLDWI,DRN,BRO1TIBDR000,2022-01-03,48.4,36103.00875,16,1,14,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,L1MN34.SA,L1MN34,bdr,LUMEN TECH,DRN,BRL1MNBDR008,2022-01-03,70.5,35499.592448979594,49,1,2,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,NOKI34.SA,NOKI34,bdr,NOKIA CORP,DRN,BRNOKIBDR005,2022-01-03,35.59,35415.079999999994,60,19,452,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,N1VR34.SA,N1VR34,bdr,NVR INC,DRN,BRN1VRBDR008,2022-01-03,652.08,35343.94888888889,9,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,L1FC34.SA,L1FC34,bdr,CHINA LIFE I,DRN,BRL1FCBDR005,2022-01-03,23.39,34622.662954545456,44,1,12,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,F2VR34.SA,F2VR34,bdr,FIVERR INTL,DRN,BRF2VRBDR006,2022-01-03,31.27,34352.593076923076,26,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,B1GN34.SA,B1GN34,bdr,BEIGENE LTD,DRN,BRB1GNBDR002,2022-01-03,61.3,34187.2037037037,27,4,158,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,F1RI34.SA,F1RI34,bdr,FEDERAL REAL,DRN ED,BRF1RIBDR005,2022-01-03,193.8,33882.35603773585,53,13,97,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,I1RM34.SA,I1RM34,bdr,IRON MOUNTAI,DRN,BRI1RMBDR004,2022-01-03,288.98,33255.136666666665,57,14,682,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,B1CS34.SA,B1CS34,bdr,BARCLAYS PLC,DRN,BRB1CSBDR000,2022-01-03,60.06,33244.81490566038,53,2,3,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,C1DN34.SA,C1DN34,bdr,CADENCE DESI,DRN,BRC1DNBDR008,2022-01-03,516.5,33143.3003030303,33,1,30,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,T1SO34.SA,T1SO34,bdr,THE SOUTHERN,DRN,BRT1SOBDR005,2022-01-03,385.71,32439.035689655175,58,1,90,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,V1RS34.SA,V1RS34,bdr,VERISK ANALY,DRN,BRV1RSBDR004,2022-01-03,314.2,32252.777777777777,18,1,50,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,L1YG34.SA,L1YG34,bdr,LLOYDS BANKI,DRN,BRL1YGBDR007,2022-01-03,14.71,32064.718666666664,60,4,15,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1DM34.SA,A1DM34,bdr,ARCHER DANIE,DRN,BRA1DMBDR002,2022-01-03,385.32,31967.619729729733,37,2,22,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,O1KE34.SA,O1KE34,bdr,ONEOK INC,DRN,BRO1KEBDR008,2022-01-03,168.96,31833.973199999997,25,2,168,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,B1LL34.SA,B1LL34,bdr,BALL CORP,DRN,BRB1LLBDR006,2022-01-03,269.0,31518.074285714283,14,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,A1UA34.SA,A1UA34,bdr,ANGLOGOLD AS,DRN,BRA1UABDR001,2022-01-03,28.38,30829.888166666668,60,12,431,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,S1IV34.SA,S1IV34,bdr,SVB FINANCIA,DRN,BRS1IVBDR002,2022-01-03,970.08,30774.966166666665,60,1,35,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ADPR34.SA,ADPR34,bdr,AUTOMATIC DT,DRN,BRADPRBDR005,2022-01-03,688.56,30059.833250000003,40,6,88,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,D2PZ34.SA,D2PZ34,bdr,DOMINOSPIZZA,DRN,BRD2PZBDR003,2022-01-03,62.56,29206.389830508473,59,2,286,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TLNC34.SA,TLNC34,bdr,TELEFONIC,DRN,BRTLNCBDR005,2022-01-03,24.6,28691.914,60,22,251,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
