decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2024-01-02,M1TA34.SA,M1TA34,bdr,META PLAT,DRN,BRM1TABDR009,2024-01-02,60.49,5423920.474666667,60,909,72546,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BABA34.SA,BABA34,bdr,ALIBABAGR,DRN ED,BRBABABDR005,2024-01-02,13.09,3683543.6418333333,60,1535,334708,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EVTC31.SA,EVTC31,bdr,EVERTEC INC,DR1,BREVTCBDR003,2024-01-02,197.0,3560704.1584615386,39,52,302,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BURT39.SA,BURT39,bdr,BKR MS WLD,DRE ED,BRBURTBDR009,2024-01-02,43.24,3042468.4225000003,20,3,10662,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,STOC31.SA,STOC31,bdr,STONE CO,DR1,BRSTOCBDR008,2024-01-02,86.06,2624082.2150000003,60,3965,47163,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M1RN34.SA,M1RN34,bdr,MODERNA INC,DRN,BRM1RNBDR006,2024-01-02,27.21,2339488.1938333334,60,760,693448,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEGU39.SA,BEGU39,bdr,TRUSTMSCI US,DRE ED,BRBEGUBDR004,2024-01-02,51.08,2203625.1822222224,45,23,81124,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EXXO34.SA,EXXO34,bdr,EXXON MOBIL,DRN,BREXXOBDR006,2024-01-02,62.9,2181216.545,60,207,76208,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AURA33.SA,AURA33,bdr,AURA 360,DR3,BRAURABDR001,2024-01-02,34.63,2056132.3191666668,60,1030,35270,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BERK34.SA,BERK34,bdr,BERKSHIRE,DRN,BRBERKBDR002,2024-01-02,89.08,2027684.4728333333,60,586,25426,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C2OI34.SA,C2OI34,bdr,COINBASEGLOB,DRN,BRC2OIBDR003,2024-01-02,30.9,2006488.9226666666,60,551,165706,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S2GM34.SA,S2GM34,bdr,SIGMA LITHM,DRN,BRS2GMBDR003,2024-01-02,49.97,2001355.1288333335,60,320,64231,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,COCA34.SA,COCA34,bdr,COCA COLA,DRN,BRCOCABDR002,2024-01-02,48.95,1884071.6038333334,60,1593,58755,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIWM39.SA,BIWM39,bdr,RUSSELL 2000,DRE ED,BRBIWMBDR009,2024-01-02,48.78,1778459.1308928572,56,6,1756,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,NFLX34.SA,NFLX34,bdr,NETFLIX,DRN,BRNFLXBDR000,2024-01-02,45.89,1775240.9118333333,60,412,31385,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CHVX34.SA,CHVX34,bdr,CHEVRON,DRN,BRCHVXBDR008,2024-01-02,73.91,1602654.2023333334,60,223,8953,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIVB39.SA,BIVB39,bdr,CORE SP 500,DRE ED,BRBIVBBDR004,2024-01-02,58.5,1541591.0226666667,60,78,3804,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PYPL34.SA,PYPL34,bdr,PAYPAL HOLD,DRN,BRPYPLBDR002,2024-01-02,15.05,1496587.3096666667,60,428,7048,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,DISB34.SA,DISB34,bdr,WALT DISNEY,DRN,BRDISBBDR006,2024-01-02,29.8,1483306.9221666667,60,400,26472,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A1MD34.SA,A1MD34,bdr,ADVANCED MIC,DRN,BRA1MDBDR002,2024-01-02,84.99,1200321.6695,60,165,32840,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIYE39.SA,BIYE39,bdr,BKR US ENER,DRE ED,BRBIYEBDR002,2024-01-02,73.57,1181058.3839655172,58,10,2271,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BACW39.SA,BACW39,bdr,MSCI ACWI,DRE ED,BRBACWBDR007,2024-01-02,49.44,1138864.3831666666,60,11,782,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PFIZ34.SA,PFIZ34,bdr,PFIZER,DRN,BRPFIZBDR006,2024-01-02,36.76,1069097.178,60,784,174893,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BTLT39.SA,BTLT39,bdr,BKR 20YR TRS,DRE,BRBTLTBDR004,2024-01-02,32.22,1053861.908,60,82,12939,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ADBE34.SA,ADBE34,bdr,ADOBE INC,DRN,BRADBEBDR003,2024-01-02,57.5,948206.8956666667,60,137,9863,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BOAC34.SA,BOAC34,bdr,BANK AMERICA,DRN,BRBOACBDR004,2024-01-02,41.72,867426.0821666666,60,150,89847,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIAU39.SA,BIAU39,bdr,GOLD TRUST,DRE,BRBIAUBDR008,2024-01-02,47.88,829387.7338333334,60,43,3017,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,JPMC34.SA,JPMC34,bdr,JPMORGAN,DRN,BRJPMCBDR009,2024-01-02,84.66,800831.6113333333,60,636,62000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LILY34.SA,LILY34,bdr,LILLY,DRN,BRLILYBDR006,2024-01-02,96.66,766432.5454999999,60,157,6138,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M2ST34.SA,M2ST34,bdr,MICROSTRATEG,DRN,BRM2STBDR009,2024-01-02,49.5,749373.4519999999,60,208,83129,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SSFO34.SA,SSFO34,bdr,SALESFOR INC,DRN,BRSSFOBDR003,2024-01-02,57.36,730556.8441666666,60,223,9072,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BNDA39.SA,BNDA39,bdr,MSCI INDIA,DRE,BRBNDABDR004,2024-01-02,59.69,717143.0720338983,59,7,86,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,Y2PF34.SA,Y2PF34,bdr,YPF SA,DRN,BRY2PFBDR000,2024-01-02,82.79,712292.8444444444,18,3,34,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,JNJB34.SA,JNJB34,bdr,JOHNSON,DRN,BRJNJBBDR002,2024-01-02,52.6,672506.8110000001,60,679,18912,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,UNHH34.SA,UNHH34,bdr,UNITEDHEALTH,DRN,BRUNHHBDR000,2024-01-02,37.56,657837.306,60,414,32554,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,NIKE34.SA,NIKE34,bdr,NIKE,DRN,BRNIKEBDR006,2024-01-02,52.8,647873.5121666666,60,225,15962,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1CE34.SA,I1CE34,bdr,INTERCONTINE,DRN,BRI1CEBDR003,2024-01-02,310.62,645534.2776470588,17,2,35,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TMOS34.SA,TMOS34,bdr,THERMFISCHER,DRN,BRTMOSBDR007,2024-01-02,55.58,643812.5861403508,57,13,6115,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,U1BE34.SA,U1BE34,bdr,UBER TECH IN,DRN,BRU1BEBDR009,2024-01-02,71.4,634501.0211666668,60,176,3854,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIYW39.SA,BIYW39,bdr,US TECHNOLOG,DRE ED,BRBIYWBDR004,2024-01-02,16.75,617191.3550943396,53,79,7632,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VISA34.SA,VISA34,bdr,VISA INC,DRN,BRVISABDR000,2024-01-02,63.58,600805.4571666666,60,655,18792,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,FDXB34.SA,FDXB34,bdr,FEDEX CORP,DRN,BRFDXBBDR002,2024-01-02,1238.61,599753.1541666667,48,50,4084,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N1EM34.SA,N1EM34,bdr,NEWMONT GOLD,DRN,BRN1EMBDR005,2024-01-02,201.66,549215.3208474576,59,7,54,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PAGS34.SA,PAGS34,bdr,PAGSEGURO,DRN,BRPAGSBDR006,2024-01-02,12.21,546651.4433333334,60,871,83405,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,P1DD34.SA,P1DD34,bdr,PDD HOLDING,DRN,BRP1DDBDR004,2024-01-02,71.12,541974.6621666667,60,17,2289,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AXPB34.SA,AXPB34,bdr,AMERICAN EXP,DRN,BRAXPBBDR007,2024-01-02,92.34,527680.6923333333,60,80,20379,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWZ39.SA,BEWZ39,bdr,MSCI BRAZIL,DRE ED,BRBEWZBDR000,2024-01-02,56.02,515615.3164285714,42,2,912,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CTGP34.SA,CTGP34,bdr,CITIGROUP,DRN,BRCTGPBDR000,2024-01-02,45.0,501046.7308333333,60,67,38380,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S2EA34.SA,S2EA34,bdr,SEA LTD,DRN,BRS2EABDR003,2024-01-02,7.61,498242.1393333333,60,68,22629,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BSHV39.SA,BSHV39,bdr,BKR SHORT TR,DRE,BRBSHVBDR000,2024-01-02,54.03,496544.12916666665,60,7,662,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,DHER34.SA,DHER34,bdr,DANAHER CORP,DRN ED,BRDHERBDR004,2024-01-02,41.15,491949.2216666667,60,138,6805,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TSMC34.SA,TSMC34,bdr,TAIWANSMFAC,DRN,BRTSMCBDR002,2024-01-02,62.47,470623.8306666667,60,90,2039,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BKNG34.SA,BKNG34,bdr,BOOKING,DRN,BRBKNGBDR006,2024-01-02,97.65,470149.6381666667,60,241,6148,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,OXYP34.SA,OXYP34,bdr,OCCIDENT PTR,DRN,BROXYPBDR000,2024-01-02,49.63,450223.5771666666,60,20,3630,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BUSM39.SA,BUSM39,bdr,MSCI US MVOL,DRE ED,BRBUSMBDR002,2024-01-02,48.14,445651.9768181818,44,50,2560,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,E2NP34.SA,E2NP34,bdr,ENPHASE ENER,DRN,BRE2NPBDR008,2024-01-02,25.72,434343.2317241379,58,8,142,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AVGO34.SA,AVGO34,bdr,BROADCOM INC,DRN ED,BRAVGOBDR003,2024-01-02,76.08,431977.16650000005,60,392,32701,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BFXI39.SA,BFXI39,bdr,CHINALARGECA,DRE ED,BRBFXIBDR001,2024-01-02,22.79,412148.0464,25,5,110,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MRCK34.SA,MRCK34,bdr,MERCK,DRN,BRMRCKBDR003,2024-01-02,69.4,411120.9955,60,174,15395,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GOGL35.SA,GOGL35,bdr,ALPHABET,DRN C,BRGOGLBDR019,2024-01-02,56.94,407997.2576666667,60,13,880,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C1CL34.SA,C1CL34,bdr,CARNIVAL COR,DRN,BRC1CLBDR004,2024-01-02,84.87,407444.6468333333,60,29,4096,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,D1EX34.SA,D1EX34,bdr,DEXCOM INC,DRN,BRD1EXBDR004,2024-01-02,12.16,402678.9473333332,45,2,4,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIEM39.SA,BIEM39,bdr,COREMSCI EMK,DRE ED,BRBIEMBDR007,2024-01-02,40.95,393910.30716666667,60,15,4039,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PEPB34.SA,PEPB34,bdr,PEPSICO INC,DRN,BRPEPBBDR005,2024-01-02,56.5,386673.728,60,97,23311,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MSCD34.SA,MSCD34,bdr,MASTERCARD,DRN,BRMSCDBDR006,2024-01-02,66.85,385459.6276666667,60,132,14376,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEFV39.SA,BEFV39,bdr,MSCIEAFEVALU,DRE ED,BRBEFVBDR004,2024-01-02,42.33,381274.74255813955,43,2,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AIRB34.SA,AIRB34,bdr,AIRBNB,DRN,BRAIRBBDR004,2024-01-02,32.99,381175.207,60,20,769,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BITO39.SA,BITO39,bdr,CORE SP TOTA,DRE ED,BRBITOBDR001,2024-01-02,51.15,372296.33830508473,59,13,1381,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ITLC34.SA,ITLC34,bdr,INTEL,DRN,BRITLCBDR005,2024-01-02,38.94,358299.81183333334,60,121,3190,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ASML34.SA,ASML34,bdr,ASML HOLD,DRN,BRASMLBDR003,2024-01-02,65.25,355656.0005,60,390,3733,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BSLV39.SA,BSLV39,bdr,SILVER TRUST,DRE,BRBSLVBDR002,2024-01-02,35.41,348784.7638333334,60,13,599,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WALM34.SA,WALM34,bdr,WAL MART,DRN,BRWALMBDR005,2024-01-02,48.91,347554.25066666666,60,46,2248,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWJ39.SA,BEWJ39,bdr,MSCI JAPAN,DRE ED,BRBEWJBDR004,2024-01-02,39.08,335946.24254237284,59,7,618,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIVE39.SA,BIVE39,bdr,SP500 VALUE,DRE ED,BRBIVEBDR008,2024-01-02,57.2,327853.9823214286,56,6,302,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MCDC34.SA,MCDC34,bdr,MCDONALDS,DRN,BRMCDCBDR000,2024-01-02,73.05,322824.29899999994,60,214,9822,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AALL34.SA,AALL34,bdr,AMERICAN AIR,DRN,BRAALLBDR003,2024-01-02,66.05,321006.95516666665,60,30,896,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWU39.SA,BEWU39,bdr,MSCI UK,DRE ED,BRBEWUBDR001,2024-01-02,53.57,319883.16076923074,39,4,47,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ELCI34.SA,ELCI34,bdr,ESTEE LAUDER,DRN,BRELCIBDR007,2024-01-02,29.67,319295.3678571429,56,5,3469,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BAER39.SA,BAER39,bdr,US AEROSPACE,DRE ED,BRBAERBDR003,2024-01-02,30.74,299154.60400000005,60,13,2660,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TGTB34.SA,TGTB34,bdr,TARGET CORP,DRN,BRTGTBBDR004,2024-01-02,701.73,293348.2819642857,56,15,978,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CMCS34.SA,CMCS34,bdr,COMCAST,DRN ED,BRCMCSBDR008,2024-01-02,45.0,293221.44333333336,60,21,1542,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CSCO34.SA,CSCO34,bdr,CISCO,DRN,BRCSCOBDR004,2024-01-02,49.51,281572.07050000003,60,18,1853,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWG39.SA,BEWG39,bdr,MSCI GERMANY,DRE ED,BRBEWGBDR000,2024-01-02,48.02,281388.85833333334,42,5,25,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWY39.SA,BEWY39,bdr,MSCISOUTHKOR,DRE ED,BRBEWYBDR003,2024-01-02,39.75,277227.084,35,4,22,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIEF39.SA,BIEF39,bdr,COREMSCIEAFE,DRE ED,BRBIEFBDR001,2024-01-02,42.96,266558.97944444447,54,1,86,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BGWH39.SA,BGWH39,bdr,COREDIVGROWT,DRE ED,BRBGWHBDR003,2024-01-02,52.88,264430.92638297874,47,1,2600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,P1LD34.SA,P1LD34,bdr,PROLOGIS INC,DRN,BRP1LDBDR007,2024-01-02,55.0,261253.16616666663,60,18,475,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIVW39.SA,BIVW39,bdr,SP500GROWTH,DRE ED,BRBIVWBDR000,2024-01-02,45.08,259516.47918367348,49,2,12,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WFCO34.SA,WFCO34,bdr,WELLS FARGO,DRN,BRWFCOBDR009,2024-01-02,60.53,257787.84766666667,60,46,10500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M1AA34.SA,M1AA34,bdr,MID-AMERICA,DRN,BRM1AABDR009,2024-01-02,166.5,251811.2665909091,44,73,14602,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BAAX39.SA,BAAX39,bdr,MSCI ASIA JP,DRE ED,BRBAAXBDR009,2024-01-02,32.08,250610.4998245614,57,16,416,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ORCL34.SA,ORCL34,bdr,ORACLE,DRN,BRORCLBDR007,2024-01-02,85.14,239941.71333333335,60,34,2416,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEWW39.SA,BEWW39,bdr,MSCI MEXICO,DRE ED,BRBEWWBDR007,2024-01-02,82.4,238632.07365853657,41,1,18,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIEU39.SA,BIEU39,bdr,COREMSCI EUR,DRE ED,BRBIEUBDR000,2024-01-02,44.58,236678.46413793103,58,17,3131,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEPP39.SA,BEPP39,bdr,BKR MSCI JPN,DRE ED,BRBEPPBDR005,2024-01-02,52.66,231704.07,1,2,4400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VERZ34.SA,VERZ34,bdr,VERIZON,DRN,BRVERZBDR008,2024-01-02,31.93,225695.62633333335,60,146,17886,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,R1EG34.SA,R1EG34,bdr,REGENCY CENT,DRN,BRR1EGBDR003,2024-01-02,165.12,225544.2895,20,4,100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GPIV33.SA,GPIV33,bdr,GP INVEST,DR3,BRGPIVBDR003,2024-01-02,2.75,217277.72916666666,60,2766,1770250,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BCHI39.SA,BCHI39,bdr,MSCI CHINA,DRE ED,BRBCHIBDR001,2024-01-02,24.36,216378.91762711864,59,24,1138,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIBB39.SA,BIBB39,bdr,ICE BIOTECH,DRE ED,BRBIBBBDR006,2024-01-02,45.01,213417.4675,56,9,1622,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,S1HW34.SA,S1HW34,bdr,THE SHERWIN,DRN,BRS1HWBDR002,2024-01-02,149.1,213364.45016949152,59,7,32,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,COWC34.SA,COWC34,bdr,COSTCO,DRN ED,BRCOWCBDR006,2024-01-02,79.85,209421.17666666667,60,230,5073,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CHCM34.SA,CHCM34,bdr,CHARTER COMM,DRN,BRCHCMBDR001,2024-01-02,32.02,209325.42233333332,60,39,23238,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MDLZ34.SA,MDLZ34,bdr,MONDELEZ INT,DRN ED,BRMDLZBDR002,2024-01-02,181.39,207078.2844827586,58,42,12497,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,M1NS34.SA,M1NS34,bdr,MONSTER BEVE,DRN,BRM1NSBDR004,2024-01-02,36.0,205983.71603448276,58,10,12552,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEEM39.SA,BEEM39,bdr,MSCI EMGMARK,DRE ED,BRBEEMBDR006,2024-01-02,32.55,205219.404375,48,75,6943,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GMCO34.SA,GMCO34,bdr,GENERAL MOT,DRN,BRGMCOBDR008,2024-01-02,44.3,205134.28383333332,60,50,3633,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,N1VO34.SA,N1VO34,bdr,NOVO NORDISK,DRN,BRN1VOBDR005,2024-01-02,62.95,200530.7573333333,60,24,1514,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,P2LT34.SA,P2LT34,bdr,PALANTIRTECH,DRN,BRP2LTBDR001,2024-01-02,27.1,198579.78440677965,59,13,1597,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,Z1TS34.SA,Z1TS34,bdr,ZOETIS INC,DRN,BRZ1TSBDR006,2024-01-02,60.54,196746.11050847458,59,734,12564,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,C1MG34.SA,C1MG34,bdr,CHIPOTLE MEX,DRN,BRC1MGBDR003,2024-01-02,549.47,195931.01071428572,56,1,6,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,P2AN34.SA,P2AN34,bdr,PALOALTO NET,DRN,BRP2ANBDR007,2024-01-02,23.54,195059.43898305084,59,180,276,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CATP34.SA,CATP34,bdr,CATERPILLAR,DRN,BRCATPBDR003,2024-01-02,89.5,193635.47066666666,60,39,1546,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,A2LC34.SA,A2LC34,bdr,ALCON INC,DRN,BRA2LCBDR004,2024-01-02,37.17,192640.87153846154,13,1,2,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GEOO34.SA,GEOO34,bdr,GE,DRN ED,BRGEOOBDR000,2024-01-02,616.67,188866.79644067798,59,15,813,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RIGG34.SA,RIGG34,bdr,TRANSOCEAN,DRN,BRRIGGBDR000,2024-01-02,31.7,187848.3545,60,22,452,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BIJH39.SA,BIJH39,bdr,CORE MIDCAP,DRE ED,BRBIJHBDR006,2024-01-02,67.75,185310.13076923077,26,12,1058,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,USSX34.SA,USSX34,bdr,US STEEL,DRN,BRUSSXBDR003,2024-01-02,235.89,179701.12620689656,58,29,10005,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,UPSS34.SA,UPSS34,bdr,UPS,DRN,BRUPSSBDR009,2024-01-02,48.72,178969.8350877193,57,11,6534,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,I1FF34.SA,I1FF34,bdr,FLAVOR FLAGR,DRN ED,BRI1FFBDR003,2024-01-02,198.49,176740.3554166667,24,3,5,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BURA39.SA,BURA39,bdr,GX URANIUM,DRE ED,BRBURABDR009,2024-01-02,44.59,176064.3295,60,50,2179,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PGCO34.SA,PGCO34,bdr,PG,DRN,BRPGCOBDR001,2024-01-02,52.3,175650.72566666667,60,91,3652,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
