date,static,volatility_target,mean_variance,linear_trailing_12m,linear_above_trend,linear_drawdown,linear_market_trailing_12m,linear_short_volatility,oracle_binary,oracle_continuous
2019-01-04,0.55,0.5594180792389676,0.5503066990261202,0.55,0.55,0.55,0.5548036447930215,0.5671777971866617,0.0,0.0
2019-01-11,0.55,0.5581167090437419,0.48137934174139074,0.55,0.55,0.55,0.5511313114111218,0.4944314211911357,0.95,0.95
2019-01-18,0.55,0.5580157612583181,0.5032635467854145,0.55,0.55,0.55,0.561068479316978,0.48647611731320556,0.0,0.0
2019-01-25,0.55,0.5574159950802985,0.45302117592970464,0.55,0.55,0.55,0.5625487190122798,0.4557702026622469,0.95,0.95
2019-02-01,0.55,0.5814732908417959,0.5411753217973648,0.55,0.55,0.55,0.5407144755057853,0.45463210116659847,0.95,0.5014796618236822
2019-02-08,0.55,0.579915711298912,0.5689075116396627,0.55,0.55,0.55,0.5526428055195083,0.45345539918009503,0.0,0.0
2019-02-15,0.55,0.596054760843799,0.6268777337188787,0.55,0.55,0.55,0.5601371788618921,0.3791865083464503,0.95,0.95
2019-02-22,0.55,0.6032670226726182,0.696276541919443,0.55,0.55,0.55,0.5469396964262823,0.55,0.95,0.95
2019-03-01,0.55,0.5993868857328236,0.8453803134474586,0.6763874206063517,0.55,0.6518831981061549,0.5296147656927634,0.55,0.95,0.95
2019-03-08,0.55,0.5976728342584446,1.0656519659353139,0.683433089055095,0.7372717115602466,0.6514965471633895,0.5199002095810293,0.55,0.95,0.352681251184788
2019-03-15,0.55,0.5971706283555089,0.9865210167176998,0.6803697791226555,0.7281854901005342,0.6511142705309532,0.5205075491236953,0.55,0.95,0.95
2019-03-22,0.55,0.5868854780008091,1.0984860876656046,0.6977442549534436,0.7679110335957466,0.6507362863067907,0.554779101117752,0.55,0.0,0.0
2019-03-29,0.55,0.5745087818745659,0.9410136526017207,0.6643773584047639,0.7138598434533833,0.6103510625709438,0.5241370050557836,0.55,0.95,0.95
2019-04-05,0.55,0.5723244657676892,0.9315631806358082,0.6743038880240267,0.7302012141714591,0.6385996575658162,0.5278550879000297,0.55,0.95,0.95
2019-04-12,0.55,0.5746274946199945,0.9048797360934879,0.6908435179311561,0.7298692084673376,0.6499740670445243,0.5425479796438708,0.55,0.0,0.0
2019-04-19,0.55,0.5679290934101985,0.6820280753730155,0.6760266868217923,0.6883204728872617,0.6201773453955246,0.5189981563293797,0.55,0.0,0.0
2019-04-26,0.55,0.5640029596930729,0.5537996373635772,0.6630072693801132,0.6608962110678821,0.6026302522217478,0.5213623729490341,0.55,0.95,0.95
2019-05-03,0.55,0.5660631579155753,0.9842468817334086,0.6516689820035118,0.6604987885600181,0.6125890942618438,0.5256124408628637,0.55,0.95,0.95
2019-05-10,0.55,0.586932005127206,0.9852024095703158,0.71862137468622,0.6880840115213165,0.6492712152593006,0.55,0.55,0.0,0.0
2019-05-17,0.55,0.5875326298871539,0.8876998580815069,0.6945122993240274,0.6709083571711618,0.6423318368178986,0.55,0.55,0.0,0.0
2019-05-24,0.55,0.5941982709558766,0.5750503162796848,0.7015829117876341,0.55,0.6049710660764654,0.5092849806007461,0.55,0.95,0.95
2019-05-31,0.55,0.578760474916551,0.7096380614157759,0.7230474609920807,0.6766682270517149,0.6485402898233741,0.55,0.55,0.95,0.95
2019-06-07,0.55,0.5779971462412501,0.6968964384995197,0.7329789526258145,0.6867968071836252,0.6481953005369409,0.55,0.55,0.95,0.8974218360259524
2019-06-14,0.55,0.6192920666535379,0.6628567502505694,0.7903715844571457,0.6810999589439548,0.6478539137201845,0.55,0.55,0.0,0.0
2019-06-21,0.55,0.6176853317171098,0.6054915394570205,0.7808121936073277,0.6644418446301659,0.6415057818947969,0.55,0.55,0.95,0.95
